Date,Clouds
2009-04-26,68.0
2009-04-27,42.0
2009-04-28,90.0
2009-04-29,40.0
2009-04-30,37.0
2009-05-01,90.0
2009-05-02,54.0
2009-05-03,57.0
2009-05-04,100.0
2009-05-05,75.0
2009-05-06,33.0
2009-05-07,32.0
2009-05-08,0.0
2009-05-09,11.0
2009-05-10,7.0
2009-05-11,17.0
2009-05-12,14.0
2009-05-13,32.0
2009-05-14,45.0
2009-05-15,81.0
2009-05-16,83.0
2009-05-17,88.0
2009-05-18,64.0
2009-05-19,18.0
2009-05-20,1.0
2009-05-21,17.0
2009-05-22,17.0
2009-05-23,17.0
2009-05-24,42.0
2009-05-25,63.0
2009-05-26,20.0
2009-05-27,49.0
2009-05-28,55.0
2009-05-29,89.0
2009-05-30,59.0
2009-05-31,32.0
2009-06-01,60.0
2009-06-02,18.0
2009-06-03,46.0
2009-06-04,22.0
2009-06-05,20.0
2009-06-06,17.0
2009-06-07,0.0
2009-06-08,27.0
2009-06-09,14.0
2009-06-10,12.0
2009-06-11,22.0
2009-06-12,5.0
2009-06-13,16.0
2009-06-14,0.0
2009-06-15,31.0
2009-06-16,29.0
2009-06-17,16.0
2009-06-18,78.0
2009-06-19,52.0
2009-06-20,2.0
2009-06-21,43.0
2009-06-22,56.0
2009-06-23,27.0
2009-06-24,57.0
2009-06-25,61.0
2009-06-26,36.0
2009-06-27,27.0
2009-06-28,49.0
2009-06-29,23.0
2009-06-30,43.0
2009-07-01,45.0
2009-07-02,27.0
2009-07-03,21.0
2009-07-04,26.0
2009-07-05,28.0
2009-07-06,43.0
2009-07-07,14.0
2009-07-08,5.0
2009-07-09,10.0
2009-07-10,32.0
2009-07-11,41.0
2009-07-12,22.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,7.0
2009-07-17,15.0
2009-07-18,6.0
2009-07-19,4.0
2009-07-20,2.0
2009-07-21,6.0
2009-07-22,3.0
2009-07-23,0.0
2009-07-24,1.0
2009-07-25,0.0
2009-07-26,3.0
2009-07-27,7.0
2009-07-28,10.0
2009-07-29,9.0
2009-07-30,20.0
2009-07-31,17.0
2009-08-01,13.0
2009-08-02,11.0
2009-08-03,6.0
2009-08-04,12.0
2009-08-05,28.0
2009-08-06,66.0
2009-08-07,41.0
2009-08-08,38.0
2009-08-09,55.0
2009-08-10,33.0
2009-08-11,52.0
2009-08-12,52.0
2009-08-13,20.0
2009-08-14,48.0
2009-08-15,47.0
2009-08-16,31.0
2009-08-17,18.0
2009-08-18,12.0
2009-08-19,12.0
2009-08-20,17.0
2009-08-21,10.0
2009-08-22,16.0
2009-08-23,17.0
2009-08-24,44.0
2009-08-25,47.0
2009-08-26,9.0
2009-08-27,0.0
2009-08-28,2.0
2009-08-29,7.0
2009-08-30,27.0
2009-08-31,46.0
2009-09-01,35.0
2009-09-02,27.0
2009-09-03,18.0
2009-09-04,3.0
2009-09-05,21.0
2009-09-06,73.0
2009-09-07,62.0
2009-09-08,85.0
2009-09-09,54.0
2009-09-10,69.0
2009-09-11,95.0
2009-09-12,100.0
2009-09-13,61.0
2009-09-14,68.0
2009-09-15,24.0
2009-09-16,37.0
2009-09-17,85.0
2009-09-18,38.0
2009-09-19,56.0
2009-09-20,51.0
2009-09-21,54.0
2009-09-22,31.0
2009-09-23,43.0
2009-09-24,68.0
2009-09-25,54.0
2009-09-26,95.0
2009-09-27,49.0
2009-09-28,59.0
2009-09-29,18.0
2009-09-30,2.0
2009-10-01,21.0
2009-10-02,40.0
2009-10-03,94.0
2009-10-04,46.0
2009-10-05,11.0
2009-10-06,22.0
2009-10-07,24.0
2009-10-08,12.0
2009-10-09,9.0
2009-10-10,6.0
2009-10-11,19.0
2009-10-12,71.0
2009-10-13,32.0
2009-10-14,6.0
2009-10-15,78.0
2009-10-16,83.0
2009-10-17,31.0
2009-10-18,64.0
2009-10-19,62.0
2009-10-20,21.0
2009-10-21,2.0
2009-10-22,49.0
2009-10-23,98.0
2009-10-24,95.0
2009-10-25,99.0
2009-10-26,90.0
2009-10-27,69.0
2009-10-28,13.0
2009-10-29,53.0
2009-10-30,32.0
2009-10-31,74.0
2009-11-01,13.0
2009-11-02,34.0
2009-11-03,100.0
2009-11-04,33.0
2009-11-05,53.0
2009-11-06,69.0
2009-11-07,88.0
2009-11-08,91.0
2009-11-09,73.0
2009-11-10,79.0
2009-11-11,74.0
2009-11-12,14.0
2009-11-13,1.0
2009-11-14,40.0
2009-11-15,94.0
2009-11-16,80.0
2009-11-17,32.0
2009-11-18,48.0
2009-11-19,22.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,6.0
2009-11-24,64.0
2009-11-25,25.0
2009-11-26,1.0
2009-11-27,54.0
2009-11-28,45.0
2009-11-29,20.0
2009-11-30,82.0
2009-12-01,99.0
2009-12-02,99.0
2009-12-03,69.0
2009-12-04,78.0
2009-12-05,99.0
2009-12-06,46.0
2009-12-07,86.0
2009-12-08,93.0
2009-12-09,96.0
2009-12-10,100.0
2009-12-11,85.0
2009-12-12,100.0
2009-12-13,86.0
2009-12-14,100.0
2009-12-15,100.0
2009-12-16,75.0
2009-12-17,84.0
2009-12-18,55.0
2009-12-19,62.0
2009-12-20,72.0
2009-12-21,18.0
2009-12-22,98.0
2009-12-23,72.0
2009-12-24,95.0
2009-12-25,96.0
2009-12-26,59.0
2009-12-27,65.0
2009-12-28,37.0
2009-12-29,41.0
2009-12-30,69.0
2009-12-31,71.0
2010-01-01,49.0
2010-01-02,57.0
2010-01-03,31.0
2010-01-04,48.0
2010-01-05,96.0
2010-01-06,65.0
2010-01-07,47.0
2010-01-08,99.0
2010-01-09,71.0
2010-01-10,46.0
2010-01-11,47.0
2010-01-12,82.0
2010-01-13,48.0
2010-01-14,91.0
2010-01-15,99.0
2010-01-16,98.0
2010-01-17,78.0
2010-01-18,53.0
2010-01-19,18.0
2010-01-20,51.0
2010-01-21,64.0
2010-01-22,100.0
2010-01-23,86.0
2010-01-24,19.0
2010-01-25,56.0
2010-01-26,97.0
2010-01-27,100.0
2010-01-28,89.0
2010-01-29,92.0
2010-01-30,75.0
2010-01-31,63.0
2010-02-01,51.0
2010-02-02,46.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,58.0
2010-02-06,100.0
2010-02-07,100.0
2010-02-08,78.0
2010-02-09,46.0
2010-02-10,100.0
2010-02-11,63.0
2010-02-12,85.0
2010-02-13,32.0
2010-02-14,97.0
2010-02-15,56.0
2010-02-16,85.0
2010-02-17,83.0
2010-02-18,54.0
2010-02-19,42.0
2010-02-20,55.0
2010-02-21,14.0
2010-02-22,84.0
2010-02-23,83.0
2010-02-24,89.0
2010-02-25,60.0
2010-02-26,42.0
2010-02-27,51.0
2010-02-28,71.0
2010-03-01,76.0
2010-03-02,10.0
2010-03-03,48.0
2010-03-04,88.0
2010-03-05,55.0
2010-03-06,52.0
2010-03-07,71.0
2010-03-08,99.0
2010-03-09,95.0
2010-03-10,99.0
2010-03-11,65.0
2010-03-12,20.0
2010-03-13,24.0
2010-03-14,52.0
2010-03-15,21.0
2010-03-16,2.0
2010-03-17,9.0
2010-03-18,37.0
2010-03-19,5.0
2010-03-20,36.0
2010-03-21,47.0
2010-03-22,58.0
2010-03-23,100.0
2010-03-24,100.0
2010-03-25,59.0
2010-03-26,27.0
2010-03-27,21.0
2010-03-28,65.0
2010-03-29,22.0
2010-03-30,40.0
2010-03-31,54.0
2010-04-01,53.0
2010-04-02,63.0
2010-04-03,32.0
2010-04-04,6.0
2010-04-05,55.0
2010-04-06,23.0
2010-04-07,33.0
2010-04-08,9.0
2010-04-09,13.0
2010-04-10,21.0
2010-04-11,40.0
2010-04-12,83.0
2010-04-13,93.0
2010-04-14,89.0
2010-04-15,92.0
2010-04-16,68.0
2010-04-17,71.0
2010-04-18,93.0
2010-04-19,95.0
2010-04-20,59.0
2010-04-21,39.0
2010-04-22,15.0
2010-04-23,74.0
2010-04-24,56.0
2010-04-25,55.0
2010-04-26,94.0
2010-04-27,23.0
2010-04-28,28.0
2010-04-29,13.0
2010-04-30,7.0
2010-05-01,0.0
2010-05-02,6.0
2010-05-03,43.0
2010-05-04,49.0
2010-05-05,73.0
2010-05-06,43.0
2010-05-07,7.0
2010-05-08,72.0
2010-05-09,9.0
2010-05-10,18.0
2010-05-11,55.0
2010-05-12,28.0
2010-05-13,34.0
2010-05-14,22.0
2010-05-15,74.0
2010-05-16,24.0
2010-05-17,71.0
2010-05-18,55.0
2010-05-19,25.0
2010-05-20,69.0
2010-05-21,98.0
2010-05-22,50.0
2010-05-23,56.0
2010-05-24,46.0
2010-05-25,8.0
2010-05-26,3.0
2010-05-27,13.0
2010-05-28,84.0
2010-05-29,52.0
2010-05-30,92.0
2010-05-31,89.0
2010-06-01,70.0
2010-06-02,29.0
2010-06-03,34.0
2010-06-04,37.0
2010-06-05,94.0
2010-06-06,43.0
2010-06-07,10.0
2010-06-08,14.0
2010-06-09,35.0
2010-06-10,14.0
2010-06-11,2.0
2010-06-12,5.0
2010-06-13,32.0
2010-06-14,19.0
2010-06-15,37.0
2010-06-16,8.0
2010-06-17,17.0
2010-06-18,59.0
2010-06-19,54.0
2010-06-20,56.0
2010-06-21,37.0
2010-06-22,36.0
2010-06-23,58.0
2010-06-24,70.0
2010-06-25,44.0
2010-06-26,28.0
2010-06-27,48.0
2010-06-28,59.0
2010-06-29,56.0
2010-06-30,40.0
2010-07-01,32.0
2010-07-02,56.0
2010-07-03,74.0
2010-07-04,17.0
2010-07-05,4.0
2010-07-06,10.0
2010-07-07,23.0
2010-07-08,42.0
2010-07-09,34.0
2010-07-10,33.0
2010-07-11,21.0
2010-07-12,14.0
2010-07-13,8.0
2010-07-14,8.0
2010-07-15,9.0
2010-07-16,18.0
2010-07-17,22.0
2010-07-18,28.0
2010-07-19,43.0
2010-07-20,23.0
2010-07-21,20.0
2010-07-22,24.0
2010-07-23,3.0
2010-07-24,8.0
2010-07-25,34.0
2010-07-26,71.0
2010-07-27,29.0
2010-07-28,5.0
2010-07-29,0.0
2010-07-30,2.0
2010-07-31,8.0
2010-08-01,13.0
2010-08-02,0.0
2010-08-03,8.0
2010-08-04,32.0
2010-08-05,20.0
2010-08-06,18.0
2010-08-07,19.0
2010-08-08,7.0
2010-08-09,2.0
2010-08-10,5.0
2010-08-11,21.0
2010-08-12,12.0
2010-08-13,6.0
2010-08-14,10.0
2010-08-15,6.0
2010-08-16,31.0
2010-08-17,11.0
2010-08-18,4.0
2010-08-19,3.0
2010-08-20,3.0
2010-08-21,8.0
2010-08-22,26.0
2010-08-23,7.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,3.0
2010-08-27,4.0
2010-08-28,2.0
2010-08-29,4.0
2010-08-30,65.0
2010-08-31,23.0
2010-09-01,9.0
2010-09-02,0.0
2010-09-03,56.0
2010-09-04,97.0
2010-09-05,52.0
2010-09-06,24.0
2010-09-07,39.0
2010-09-08,39.0
2010-09-09,31.0
2010-09-10,22.0
2010-09-11,69.0
2010-09-12,79.0
2010-09-13,24.0
2010-09-14,36.0
2010-09-15,14.0
2010-09-16,4.0
2010-09-17,20.0
2010-09-18,13.0
2010-09-19,53.0
2010-09-20,28.0
2010-09-21,40.0
2010-09-22,65.0
2010-09-23,39.0
2010-09-24,48.0
2010-09-25,96.0
2010-09-26,43.0
2010-09-27,26.0
2010-09-28,68.0
2010-09-29,66.0
2010-09-30,4.0
2010-10-01,37.0
2010-10-02,40.0
2010-10-03,58.0
2010-10-04,97.0
2010-10-05,100.0
2010-10-06,100.0
2010-10-07,100.0
2010-10-08,52.0
2010-10-09,2.0
2010-10-10,9.0
2010-10-11,85.0
2010-10-12,100.0
2010-10-13,98.0
2010-10-14,99.0
2010-10-15,98.0
2010-10-16,86.0
2010-10-17,71.0
2010-10-18,100.0
2010-10-19,70.0
2010-10-20,55.0
2010-10-21,28.0
2010-10-22,57.0
2010-10-23,10.0
2010-10-24,49.0
2010-10-25,99.0
2010-10-26,47.0
2010-10-27,96.0
2010-10-28,98.0
2010-10-29,36.0
2010-10-30,0.0
2010-10-31,12.0
2010-11-01,42.0
2010-11-02,70.0
2010-11-03,63.0
2010-11-04,16.0
2010-11-05,6.0
2010-11-06,0.0
2010-11-07,18.0
2010-11-08,91.0
2010-11-09,78.0
2010-11-10,42.0
2010-11-11,77.0
2010-11-12,28.0
2010-11-13,29.0
2010-11-14,2.0
2010-11-15,13.0
2010-11-16,38.0
2010-11-17,94.0
2010-11-18,53.0
2010-11-19,45.0
2010-11-20,58.0
2010-11-21,64.0
2010-11-22,87.0
2010-11-23,66.0
2010-11-24,51.0
2010-11-25,26.0
2010-11-26,88.0
2010-11-27,50.0
2010-11-28,91.0
2010-11-29,65.0
2010-11-30,88.0
2010-12-01,82.0
2010-12-02,84.0
2010-12-03,77.0
2010-12-04,69.0
2010-12-05,2.0
2010-12-06,42.0
2010-12-07,57.0
2010-12-08,56.0
2010-12-09,66.0
2010-12-10,44.0
2010-12-11,11.0
2010-12-12,25.0
2010-12-13,94.0
2010-12-14,17.0
2010-12-15,37.0
2010-12-16,99.0
2010-12-17,16.0
2010-12-18,49.0
2010-12-19,28.0
2010-12-20,95.0
2010-12-21,50.0
2010-12-22,88.0
2010-12-23,98.0
2010-12-24,87.0
2010-12-25,53.0
2010-12-26,82.0
2010-12-27,87.0
2010-12-28,42.0
2010-12-29,39.0
2010-12-30,1.0
2010-12-31,1.0
2011-01-01,0.0
2011-01-02,71.0
2011-01-03,94.0
2011-01-04,61.0
2011-01-05,94.0
2011-01-06,78.0
2011-01-07,52.0
2011-01-08,38.0
2011-01-09,25.0
2011-01-10,77.0
2011-01-11,100.0
2011-01-12,97.0
2011-01-13,82.0
2011-01-14,36.0
2011-01-15,50.0
2011-01-16,9.0
2011-01-17,5.0
2011-01-18,30.0
2011-01-19,18.0
2011-01-20,100.0
2011-01-21,100.0
2011-01-22,91.0
2011-01-23,58.0
2011-01-24,37.0
2011-01-25,39.0
2011-01-26,2.0
2011-01-27,40.0
2011-01-28,99.0
2011-01-29,90.0
2011-01-30,85.0
2011-01-31,21.0
2011-02-01,61.0
2011-02-02,74.0
2011-02-03,98.0
2011-02-04,79.0
2011-02-05,0.0
2011-02-06,0.0
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,4.0
2011-02-12,0.0
2011-02-13,30.0
2011-02-14,57.0
2011-02-15,79.0
2011-02-16,99.0
2011-02-17,99.0
2011-02-18,100.0
2011-02-19,87.0
2011-02-20,79.0
2011-02-21,100.0
2011-02-22,97.0
2011-02-23,94.0
2011-02-24,100.0
2011-02-25,92.0
2011-02-26,93.0
2011-02-27,97.0
2011-02-28,96.0
2011-03-01,96.0
2011-03-02,97.0
2011-03-03,86.0
2011-03-04,88.0
2011-03-05,92.0
2011-03-06,68.0
2011-03-07,57.0
2011-03-08,47.0
2011-03-09,14.0
2011-03-10,0.0
2011-03-11,0.0
2011-03-12,0.0
2011-03-13,43.0
2011-03-14,60.0
2011-03-15,40.0
2011-03-16,52.0
2011-03-17,74.0
2011-03-18,66.0
2011-03-19,97.0
2011-03-20,92.0
2011-03-21,72.0
2011-03-22,61.0
2011-03-23,29.0
2011-03-24,4.0
2011-03-25,0.0
2011-03-26,14.0
2011-03-27,8.0
2011-03-28,59.0
2011-03-29,83.0
2011-03-30,38.0
2011-03-31,73.0
2011-04-01,69.0
2011-04-02,31.0
2011-04-03,27.0
2011-04-04,34.0
2011-04-05,58.0
2011-04-06,66.0
2011-04-07,40.0
2011-04-08,67.0
2011-04-09,20.0
2011-04-10,0.0
2011-04-11,16.0
2011-04-12,13.0
2011-04-13,64.0
2011-04-14,42.0
2011-04-15,59.0
2011-04-16,80.0
2011-04-17,90.0
2011-04-18,98.0
2011-04-19,79.0
2011-04-20,18.0
2011-04-21,5.0
2011-04-22,3.0
2011-04-23,10.0
2011-04-24,54.0
2011-04-25,44.0
2011-04-26,85.0
2011-04-27,100.0
2011-04-28,94.0
2011-04-29,67.0
2011-04-30,69.0
2011-05-01,84.0
2011-05-02,61.0
2011-05-03,64.0
2011-05-04,66.0
2011-05-05,84.0
2011-05-06,7.0
2011-05-07,6.0
2011-05-08,31.0
2011-05-09,94.0
2011-05-10,92.0
2011-05-11,36.0
2011-05-12,28.0
2011-05-13,11.0
2011-05-14,6.0
2011-05-15,6.0
2011-05-16,43.0
2011-05-17,39.0
2011-05-18,52.0
2011-05-19,81.0
2011-05-20,15.0
2011-05-21,33.0
2011-05-22,59.0
2011-05-23,47.0
2011-05-24,51.0
2011-05-25,30.0
2011-05-26,24.0
2011-05-27,55.0
2011-05-28,25.0
2011-05-29,29.0
2011-05-30,25.0
2011-05-31,43.0
2011-06-01,41.0
2011-06-02,42.0
2011-06-03,45.0
2011-06-04,52.0
2011-06-05,27.0
2011-06-06,66.0
2011-06-07,38.0
2011-06-08,18.0
2011-06-09,24.0
2011-06-10,15.0
2011-06-11,39.0
2011-06-12,63.0
2011-06-13,29.0
2011-06-14,26.0
2011-06-15,60.0
2011-06-16,47.0
2011-06-17,21.0
2011-06-18,15.0
2011-06-19,6.0
2011-06-20,0.0
2011-06-21,18.0
2011-06-22,0.0
2011-06-23,0.0
2011-06-24,6.0
2011-06-25,13.0
2011-06-26,2.0
2011-06-27,3.0
2011-06-28,36.0
2011-06-29,44.0
2011-06-30,36.0
2011-07-01,35.0
2011-07-02,28.0
2011-07-03,40.0
2011-07-04,4.0
2011-07-05,21.0
2011-07-06,32.0
2011-07-07,1.0
2011-07-08,0.0
2011-07-09,0.0
2011-07-10,0.0
2011-07-11,10.0
2011-07-12,6.0
2011-07-13,15.0
2011-07-14,2.0
2011-07-15,13.0
2011-07-16,3.0
2011-07-17,7.0
2011-07-18,6.0
2011-07-19,3.0
2011-07-20,17.0
2011-07-21,2.0
2011-07-22,4.0
2011-07-23,30.0
2011-07-24,21.0
2011-07-25,16.0
2011-07-26,16.0
2011-07-27,6.0
2011-07-28,1.0
2011-07-29,23.0
2011-07-30,9.0
2011-07-31,16.0
2011-08-01,32.0
2011-08-02,25.0
2011-08-03,13.0
2011-08-04,12.0
2011-08-05,39.0
2011-08-06,19.0
2011-08-07,19.0
2011-08-08,2.0
2011-08-09,9.0
2011-08-10,36.0
2011-08-11,6.0
2011-08-12,0.0
2011-08-13,8.0
2011-08-14,11.0
2011-08-15,19.0
2011-08-16,9.0
2011-08-17,14.0
2011-08-18,15.0
2011-08-19,12.0
2011-08-20,5.0
2011-08-21,8.0
2011-08-22,7.0
2011-08-23,0.0
2011-08-24,0.0
2011-08-25,6.0
2011-08-26,9.0
2011-08-27,4.0
2011-08-28,11.0
2011-08-29,10.0
2011-08-30,11.0
2011-08-31,31.0
2011-09-01,9.0
2011-09-02,13.0
2011-09-03,8.0
2011-09-04,10.0
2011-09-05,7.0
2011-09-06,42.0
2011-09-07,66.0
2011-09-08,15.0
2011-09-09,13.0
2011-09-10,2.0
2011-09-11,2.0
2011-09-12,22.0
2011-09-13,2.0
2011-09-14,27.0
2011-09-15,9.0
2011-09-16,4.0
2011-09-17,4.0
2011-09-18,14.0
2011-09-19,21.0
2011-09-20,93.0
2011-09-21,95.0
2011-09-22,65.0
2011-09-23,17.0
2011-09-24,45.0
2011-09-25,20.0
2011-09-26,76.0
2011-09-27,40.0
2011-09-28,6.0
2011-09-29,5.0
2011-09-30,8.0
2011-10-01,20.0
2011-10-02,16.0
2011-10-03,26.0
2011-10-04,28.0
2011-10-05,20.0
2011-10-06,8.0
2011-10-07,10.0
2011-10-08,57.0
2011-10-09,73.0
2011-10-10,98.0
2011-10-11,68.0
2011-10-12,43.0
2011-10-13,42.0
2011-10-14,88.0
2011-10-15,99.0
2011-10-16,51.0
2011-10-17,46.0
2011-10-18,8.0
2011-10-19,0.0
2011-10-20,2.0
2011-10-21,26.0
2011-10-22,45.0
2011-10-23,91.0
2011-10-24,39.0
2011-10-25,65.0
2011-10-26,63.0
2011-10-27,67.0
2011-10-28,28.0
2011-10-29,40.0
2011-10-30,48.0
2011-10-31,50.0
2011-11-01,26.0
2011-11-02,26.0
2011-11-03,11.0
2011-11-04,73.0
2011-11-05,78.0
2011-11-06,52.0
2011-11-07,79.0
2011-11-08,85.0
2011-11-09,78.0
2011-11-10,46.0
2011-11-11,100.0
2011-11-12,73.0
2011-11-13,25.0
2011-11-14,15.0
2011-11-15,12.0
2011-11-16,15.0
2011-11-17,9.0
2011-11-18,6.0
2011-11-19,6.0
2011-11-20,38.0
2011-11-21,34.0
2011-11-22,95.0
2011-11-23,88.0
2011-11-24,98.0
2011-11-25,92.0
2011-11-26,63.0
2011-11-27,5.0
2011-11-28,8.0
2011-11-29,78.0
2011-11-30,26.0
2011-12-01,10.0
2011-12-02,42.0
2011-12-03,27.0
2011-12-04,36.0
2011-12-05,71.0
2011-12-06,52.0
2011-12-07,59.0
2011-12-08,18.0
2011-12-09,6.0
2011-12-10,52.0
2011-12-11,91.0
2011-12-12,57.0
2011-12-13,79.0
2011-12-14,41.0
2011-12-15,62.0
2011-12-16,43.0
2011-12-17,53.0
2011-12-18,53.0
2011-12-19,98.0
2011-12-20,81.0
2011-12-21,59.0
2011-12-22,100.0
2011-12-23,92.0
2011-12-24,4.0
2011-12-25,1.0
2011-12-26,26.0
2011-12-27,4.0
2011-12-28,0.0
2011-12-29,64.0
2011-12-30,86.0
2011-12-31,81.0
2012-01-01,2.0
2012-01-02,1.0
2012-01-03,4.0
2012-01-04,2.0
2012-01-05,14.0
2012-01-06,99.0
2012-01-07,97.0
2012-01-08,69.0
2012-01-09,35.0
2012-01-10,21.0
2012-01-11,11.0
2012-01-12,14.0
2012-01-13,7.0
2012-01-14,56.0
2012-01-15,4.0
2012-01-16,1.0
2012-01-17,0.0
2012-01-18,1.0
2012-01-19,8.0
2012-01-20,72.0
2012-01-21,34.0
2012-01-22,16.0
2012-01-23,5.0
2012-01-24,81.0
2012-01-25,70.0
2012-01-26,64.0
2012-01-27,19.0
2012-01-28,52.0
2012-01-29,98.0
2012-01-30,82.0
2012-01-31,31.0
2012-02-01,82.0
2012-02-02,100.0
2012-02-03,100.0
2012-02-04,94.0
2012-02-05,71.0
2012-02-06,94.0
2012-02-07,100.0
2012-02-08,98.0
2012-02-09,90.0
2012-02-10,100.0
2012-02-11,99.0
2012-02-12,100.0
2012-02-13,80.0
2012-02-14,57.0
2012-02-15,44.0
2012-02-16,48.0
2012-02-17,18.0
2012-02-18,27.0
2012-02-19,1.0
2012-02-20,68.0
2012-02-21,55.0
2012-02-22,94.0
2012-02-23,58.0
2012-02-24,20.0
2012-02-25,0.0
2012-02-26,79.0
2012-02-27,96.0
2012-02-28,37.0
2012-02-29,51.0
2012-03-01,27.0
2012-03-02,27.0
2012-03-03,1.0
2012-03-04,40.0
2012-03-05,55.0
2012-03-06,81.0
2012-03-07,99.0
2012-03-08,100.0
2012-03-09,100.0
2012-03-10,99.0
2012-03-11,90.0
2012-03-12,99.0
2012-03-13,96.0
2012-03-14,20.0
2012-03-15,24.0
2012-03-16,10.0
2012-03-17,20.0
2012-03-18,1.0
2012-03-19,16.0
2012-03-20,9.0
2012-03-21,7.0
2012-03-22,0.0
2012-03-23,15.0
2012-03-24,65.0
2012-03-25,88.0
2012-03-26,4.0
2012-03-27,34.0
2012-03-28,26.0
2012-03-29,20.0
2012-03-30,89.0
2012-03-31,16.0
2012-04-01,22.0
2012-04-02,27.0
2012-04-03,42.0
2012-04-04,76.0
2012-04-05,97.0
2012-04-06,63.0
2012-04-07,60.0
2012-04-08,49.0
2012-04-09,72.0
2012-04-10,73.0
2012-04-11,50.0
2012-04-12,20.0
2012-04-13,84.0
2012-04-14,78.0
2012-04-15,70.0
2012-04-16,75.0
2012-04-17,90.0
2012-04-18,83.0
2012-04-19,38.0
2012-04-20,69.0
2012-04-21,31.0
2012-04-22,9.0
2012-04-23,33.0
2012-04-24,49.0
2012-04-25,6.0
2012-04-26,12.0
2012-04-27,10.0
2012-04-28,57.0
2012-04-29,7.0
2012-04-30,1.0
2012-05-01,1.0
2012-05-02,1.0
2012-05-03,14.0
2012-05-04,26.0
2012-05-05,9.0
2012-05-06,37.0
2012-05-07,61.0
2012-05-08,67.0
2012-05-09,48.0
2012-05-10,58.0
2012-05-11,66.0
2012-05-12,33.0
2012-05-13,52.0
2012-05-14,95.0
2012-05-15,81.0
2012-05-16,46.0
2012-05-17,61.0
2012-05-18,85.0
2012-05-19,17.0
2012-05-20,28.0
2012-05-21,50.0
2012-05-22,30.0
2012-05-23,41.0
2012-05-24,45.0
2012-05-25,55.0
2012-05-26,89.0
2012-05-27,92.0
2012-05-28,36.0
2012-05-29,60.0
2012-05-30,37.0
2012-05-31,18.0
2012-06-01,39.0
2012-06-02,11.0
2012-06-03,10.0
2012-06-04,7.0
2012-06-05,45.0
2012-06-06,18.0
2012-06-07,12.0
2012-06-08,2.0
2012-06-09,9.0
2012-06-10,15.0
2012-06-11,6.0
2012-06-12,0.0
2012-06-13,2.0
2012-06-14,0.0
2012-06-15,9.0
2012-06-16,13.0
2012-06-17,6.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,1.0
2012-06-21,0.0
2012-06-22,14.0
2012-06-23,11.0
2012-06-24,38.0
